num_of_bedrooms,num_of_bathrooms,property_size,price,description,location
5.0,2.0,1660.0,725000.0,chain located quiet residential culdesac placed chorlton village local amenities beautifully presented significantly extended bedroom semi detached property offers spacious light accommodation ideal young family superb property nestled larger average corner plot tastefully updated renovated excellent standard current owners property benefits 28 ft open plan livingdiningkitchen bifolding doors opening rear garden ideally placed walking distance chorlton village longford park metro vibrant scene beech road accommodation briefly comprises enclosed porch entrance hallway lounge bay window original fireplace 28 ft open plan livingdiningkitchen shaker style kitchen large central island twin velux windows bifolding doors opening rear garden utility room cloakroom wc floor goodsized bedrooms main original cast iron fireplace bathroom second shower room double glazing gas central heating installed externally property walled garden gated path door siderear fenced enclosed garden mainly laid lawn features stone flagged patio area internal viewing highly recommended hmrc directive able sell purchase property united kingdom agents legal requirement conduct identity checks customers involved transaction fulfil obligations anti money laundering regulations outsource check party charge apply ask branch details,829800.0
5.0,3.0,1636.0,500000.0,ss property group thrilled market sale excellently located 45 bed semidetached family home situated overbrook drive heart prestwich short walk coffee shops restaurants parks prestwich village close easy access amenities including motorway junctions ideal family home set 3 floors boasting 2000 sq foot living space ground floor open plan modern reception area kitchen leads large bright conservatory leading kitchen bathroom reception room bedroom home study floor 3 good size bedrooms 1 ensuite family bathroom separate wc bedroom situated floor storage area walk wardrobe current owners renovated property purchasing whilst minimal decorative work major works wire adding bathrooms altering layout properties like nt come available,494992.85714285716
7.0,6.0,6152.0,1000000.0,welcome stunning prewar detached residence truly rare find effortlessly combines timeless character exceptional space spanning 3600 sq ft versatile living accommodation substantial family home offers endless possibilities growing families seeking multigenerational living rental opportunities added benefit separate selfcontained apartmentnestled prime location property exudes charm moment step door explore expansive layout ll greeted generously sized rooms filled natural light high ceilings period features intricate detailing preserve elegance homes original design allowing modern touches shine througha grand entrance hallway sets tone home leading spacious reception rooms ideal entertaining relaxing family formal lounge offers beautiful fireplace large bay window perfect cosy evenings whilst giving access games room located basement level gives direct access garden second sitting room provides additional space informal gatherings whilst superb conservatory overlooks grounds home modern kitchen wellappointed quality appliances ample storage creating practical stylish heart home finally separate dining room provides perfect space hosting guests offering blend sophistication comfortupstairs find spacious double bedrooms unique charm bedrooms feature ensuite main bedroom boasting dressing room remaining bedroom serviced contemporary family bathroom ensuring comfort family completing living accommodation study found second floora standout feature home separate selfcontained apartment offering bedrooms living space kitchen bathroom looking incomegenerating opportunity independent space older relatives private home office apartment provides flexibility compromising comfort privacyoccupying large private plot heart bamford home set prominent position corner bury rochdale old road norden road hidden high walls tree borders access development given electronic gates linked intercomfob system grounds ample offroad parking cars large driveway car ports double garage expansive wellstocked gardens surround home endless opportunities outdoor activities children familiessituated soughtafter residential area home conveniently located close excellent schools local amenities transport links making ideal commuters families alikethis substantial property truly offers special perfect blend space style opportunity nt miss chance unique home contact today arrange viewing discover exceptional property offer ground floor entrance porch 6 2 x 10 7 189 m x 322 m original tiled floor hall 15 1 x 11 11 46 m x 362 m stairs leading floor cloakroom 6 4 x 8 7 193 m x 262 m twopiece suite comprising low level wc wash hand basin ample storage lounge 26 5 x 20 3 806 m x 616 m largest room house overlooking rear gardens stairs leading games room dining room 16 11 x 15 4 515 m x 468 m large room sitting room 16 11 x 14 2 515 m x 431 m spacious room conservatory 13 3 x 11 10 405 m x 361 m superb room overlooking gardens breakfast kitchen 23 1 x 20 2 703 m x 615 m incorporating central island breakfast bar seatingcasual dining area fitted ample storage ideal family living kitchen utility room 10 9 x 4 4 328 m x 133 m fitted units sink unit basement level games room 25 9 x 20 3 785 m x 616 m versatile room doors leading outside stairs leading lounge downstairs wc 7 11 x 4 7 241 m x 14 m twopiece suite comprising low level wc wash hand basin floor landing 11 11 x 9 5 362 m x 288 m stairs leading second floor bedroom 16 11 x 15 9 515 m x 48 m double room dressing room ensuite 10 5 x 10 4 317 m x 316 m fourpiece suite comprising low level wc wash hand basin freestanding bath walkin rainfall shower bedroom 16 1 x 14 1 491 m x 428 m double room ensuite 12 1 x 6 0 368 m x 182 m fivepiece suite comprising low level wc bidet wash hand basin bath enclosed shower bedroom 14 0 x 12 6 427 m x 38 m double room ensuite 6 3 x 5 5 191 m x 164 m threepiece suite comprising low level wc wash hand basin shower cubicle bedroom 12 2 x 11 11 371 m x 362 m double room fitted wardrobes bedroom 12 7 x 10 0 383 m x 305 m double room ensuite 6 4 x 3 7 193 m x 109 m threepiece suite comprising low level wc wash hand basin enclosed shower family bathroom 9 6 x 6 11 289 m x 211 m sixpiece suite comprising low level wc bidet sink units freestanding bath shower cubicle second floor study 26 5 x 8 10 806 m x 27 m storage eaves selfcontained apartment ground floor entrance porch 9 2 x 3 2 28 m x 097 m hall 9 2 x 9 2 28 m x 28 m stairs floor utility room 9 2 x 9 8 28 m x 295 m fitted units sink unit door garage selfcontained apartment floor lounge dining area 14 11 x 15 11 455 m x 485 m spacious room openplan kitchen kitchen 7 1 x 6 2 216 m x 187 m fitted units sink unit integrated appliances bedroom 14 11 x 7 7 455 m x 232 m single room fitted wardrobes bedroom 14 11 x 7 0 455 m x 213 m single room fitted wardrobes bathroom 9 9 x 5 6 296 m x 168 m threepiece suite comprising low level wc wash hand basin enclosed shower heating main residence benefits having gas central heating mixture single double glazing selfcontained apartment gas supply benefits having double glazing external occupying large private plot heart bamford home set prominent position corner bury rochdale old road norden road hidden high walls tree borders access development given electronic gates linked intercomfob system grounds ample offroad parking cars large driveway car ports double garage expansive wellstocked gardens surround home endless opportunities outdoor activities children families,608750.0
4.0,2.0,2767.0,710000.0,truly unique imposing bedroom industrial style residence striking interiors wellproportioned accommodation occupying generous south westerly facing corner plot property located striking distance west didsbury didsbury villages offering array independent shops bars restaurants close metrolink 2767 sqft accommodation consists reception hallway storage stairs rising floor landing opening reception hall bright spacious living room bathed natural light tall windows double doors open living room spectacular diningkitchen ample space dining furniture creating perfect space entertaining abundance natural light floods room triple aspect windows mezzanine level door kitchen leads garden ground floor wellproportioned bedroom currently home office stairs rise kitchen mezzanine lounge area overlooking kitchen accessed lounge piece family bathroom door lounge leads landing provides access bedrooms including principal bedroom benefits dressing area modern ensuite shower room landing accessed stairs rising reception hall property approached gravel driveway running property vehicular gate property provides access south westerly garden completely private overlooked garden laid white chip stones large container unit ideal outdoor storage,775833.3333333334
5.0,2.0,1367.0,795000.0,video tour availbale attractive beautifully presented bedroom semidetached period property located prime location whalley range upper chorlton road accommodation spread floors including useful chamber cellars property offers character modern living walking distance transport links giving direct access motorways cycle route city centre metrolink station nearby ryebank road firswood alexandra park st bedes college william hulme grammar school door step summary accommodation features porch welcoming entrance hall allows access chamber cellars aspect large living room complete baywindow rear spacious open plan fitted kitchen diner views access rear enclose south facing garden additionally find delightful lounge area useful utility space completing ground floor floor landing reveals double bedrooms nurseryoffice room white fourpiece bathroom suite stairs leading second floor reveal principal bedroom offers modern white threepiece ensuite shower room dressing area useful eaves storage space property benefits gas fired central heating alarm system high ceilings ceiling coving picture rails useful chamber cellars driveway ev charge point rear enclosed garden externally aspect lowlevel brick boundary wall mature hedgerow creating sense privacy selection plants bushes trees driveway ev charge point providing road parking aspect access rear garden rear aspect fabulous south facing lawned garden patio area ideal table chairs woodchip childrens play area variety plants flowers tree shrubs garden garden enclosed timber fencing neighbouring properties financial services believe introducing clients specialist advisors provide simple sensible mortgage protection advice help clients fully informed decisions giving confidence getting right deal start partners committed offering tailormade personal professional service aim exceed expectations level specialising finding best mortgage protection products suit particular needs wish opportunity speak partner advisors bespoke mortgage bridget mark reached onuse contact agent button use contact agent button aml antimoney laundering required law hmrc guidelines carry antimoney laundering checks selling buying property whilst retain responsibility ensuring checks ongoing monitoring carried correctly initial checks carried behalf lifetime legal contact agreed instruct sale offer accepted property wish buy cost checks 60 incl vat covers cost obtaining relevant data manual checks monitoring required fee need paid advance publishing property case vendor issuing memorandum sale case buyer directly lifetime legal nonrefundable receive fee taken lifetime legal compensate role provision checks,1075283.4
5.0,3.0,1625.0,650000.0,rare opportunity purchase impressive high quality versatile property offering tosix double bedrooms addition large family room combines kitchen dining living facilities property currently final stages renovation early 2026 completion offers potential buyers input final finishes dependent stage property offers rooms downstairs ensuite master family bathroom whilst floor generous double bedroom ensuite facilities modern refurbishment property perfect family home offering contemporary living accommodation situated sought residential areathe property easy access excellent local schools amenities property benefits ample offroad parking rear single datached garage boasts generous garden open aspects appreciate scale quality substantial property viewings highly recommended internal accommodation entrance hall family room 181 551 m x 165 5 m generous family room aluminium sliding door upvc patio outdoor spaces finished large velux vaulted ceiling huge space offers kitchen dining living facilities fitted wall extra tall wall units providing additional storage huge breakfast bar sits 5 people vendors confirmed integrated fridge freezer dishwasher double oven integrated microwave extractor hob fitted units dark charcoal entrance utility room washing facilities utilitylaurndry fitted window spotlight ceiling laundry facilities officebedroom 5 126 381 m x 126 381 m bay window karndean flooring fitted black venetians blinds black iron radiator pendant light bedroom 159 48 m x 106 32 m lower ground king size bedroom fitted black venetian blind black iron radiator inset spotlights entrance ensuite shower room outlook ensuite 92 279 m x 92 279 m fully tiled walls large walk shower vanity unit wc radiator tiled floor inset spotlights frosted double glazed window rear bedroom 2 126 381 m x 94 284 m double bedroom black iron radiator black venetian blinds outlook pendant lighting bedroom 3 116 351 m x 92 279 m double bedroom rear outlook black iron radiator pendant lighting snugbedroom 6 126 381 m x 126 381 m double bedroom pendant lighting black iron radiator black venetian blind outlook family bathroom 92 279 m x 92 279 m tiled fitted free standing bath vanity unit wc spotlight ceiling frosted double glazed window rear floor master bedroom 4 165 5 m x 131 399 m double bedroom velux windows open views spotlight ceiling walk wardrobe office space storagewardrobe space landing pocket door black oak doors black iron radiator entrance ensuite ensuite 102 31 m x 102 31 m vanity sink unit wc walk shower tiled walls floor towel radiator inset spotlights upvc double glazed window outside property benefits ample offroad parking rear boasts generous garden open aspects note rooms renovation stage flooring installed final stage ensure cleanliness building work garage 181 551 m x 82 249 m notice note tested apparatus fixtures fittings services interested parties undertake investigation working order items measurements approximate photographs provided guidance,334278.5714285714
3.0,1.0,670.0,300000.0,immaculately presented recently renovated bedroom semidetached home situated quiet culdesac heart levenshulme south manchesters desirable locations located quiet culdesac local independent shops cafes businesses levenshulme offer short stroll away bedroom home perfectly situated wanting quiet convenient location levenshulme train station easy access regularly manchester piccadilly 8 minutes located quiet culdesac great community spirit property perfect time buyers families property briefly comprises entrance hall storage leading amazing open plan kitchendiningliving space french doors garden having undergone recent refurbishment brand new kitchen island built storage dining area built seating coffee nook perfect space entertaining family life floor family bathroom floor ceiling tiles piece bathroom suite shower bath proportioned bedrooms property recently plastered painted new flooring carpets access boarded insulated loft space pull ladders externally road parking cars proportioned rear garden boasting paved laid lawn areas shed storage situated quiet culdesac set popular bowler street tastefully decorated viewing highly recommended appreciate space property offer,365000.0
3.0,1.0,905.0,270000.0,beautifully presented recently renovated freehold semi detached property located hornby street easy walking distance bury town centre literally round corner st john st mark c e primary school property credit current owner recent improvement works include fabulous piece bathroom comprehensively fitted kitchen island unit marble worktops extensive cooking suite combination heating wiring plastering replacement windows doors quality floor coverings decorations outside rear gardens professionally fitted weather seating area summerhouse round exterior lighting finish property good sized entrance porch constructed property k rendered accommodation briefly comprises entrance porch inner hall understairs storage family roomkitchen media wall patio doors rear gardens floor landing bedrooms sumptuous piece bathroom provision driveway kerb require reducing size council tax banding tenure freehold epc rating d entrance porch composite door leading inner hall laminate flooring glazed balustrade floor led lighting kitchenfamily room appointed comprehensive range wall base units grey include island contrasting marble worktops include integrated supersize stainless steel sink unit black glass splash backs built appliances include double oven burner gas hob contemporary extraction system separate microwave integrated fridge freezer additional freezer island units laminate flooring patio doors leading rear gardens lounge area media wall bay window fitted blinds floor landing window main bedroom comprehensive range fitted bedroom furniture window rear fitted blinds bedroom window fitted blinds bedroom window fitted blinds bathroom piece suite white comprising freestanding slipper bath freestanding taps vanity unit wash hand basin low flush wc separate shower cubicle rainstorm thermostatic shower gold coloured taps trim tiled walls flooring window led lighting outside property garden areas rear paved provision site parking rear professionally prepared low maintenance garden weather sitting area summerhouse playhouse,705833.3333333334
7.0,3.0,6586.0,850000.0,substantial 7 bedroom family home requiring refurbishment offering outstanding opportunity improve add value result sun room pool extensive basement ideal conversion substantial gardens grounds ample road driveway parking private gated entrance land available separate negotiation viewing essential available exclusively contacting rawtenstall office marland grange manchester road castleton rochdale substantial estate comprising large 7 bedroom property inc basement pool impressively generous gardens grounds land available separate negotiation requiring renovation modernisation marland grange fabulous opportunity improve modernise add value process acquiring substantial home likes rarely seen todays housing market note vendors seeking interest parties ready position proceed order consider viewings set mature grounds offering good privacy providing real sense stature establishment home provides comprehensive accommodation excellent scope great position advantage nearby amenities excellent transport connections rare opportunity acquire property expansive scale equally impressive exteriors surroundings internally property offers accommodation 4 floors briefly comprises ground floor covered porch hallway downstairs wc cloaks reception rooms 1 2 3 sun room swimming pool kitchen dining room rear hall utility room floor landing study area master bedroom ensuite shower room bedrooms 24 family bathroom second floor 2nd landing bedrooms 57 shower room sauna basement lower landing 3 basement rooms ideal conversion games room bar gym home cinema etc store rooms 1 wc wood store additional utility area externally property significant gardens grounds accessed gated entrance walled mature planted boundaries having variety shrubs trees separate decked patio walled courtyard garden ample enclosed parking provision block paved driveway wrapping rear property located setback position gated entrance marland grange enjoys comparatively private setting range local amenities nearby transport links education options property allows convenient connections manchester rochdale centres healthcare leisure facilities including golf courses fantastic countryside open spaces easy reach covered porch 165 m x 221 m 55 x 73 hallway 789 m x 522 m 2511 x 172 reception room 1 542 m x 590 m 179 x 194 sun room swimming pool 984 m x 683 m 323 x 225 reception room 2 437 m x 543 m 144 x 1710 reception room 3 558 m x 438 m 184 x 144 kitchendining room 511 m x 771 m 169 x 254 rear hall 223 m x 406 m 74 x 134 utility room 158 m x 486 m 52 x 1511 basement landing 430 m x 694 m 141 x 229 store room 260 x 232 86 x 77 utility area 380 m x 458 m 126 x 150 wood store 382 x 182 126 x 511 store 286 m x 258 m 95 x 86 wc basement area 1 548 x 441 1711 x 145 basement area 2 561 x 542 184 x 179 basement area 3 565 x 440 186 x 145 store room 2 305 x 198 100 x 65 wc 379 m x 174 m 125 x 59 window rear door landing 430 m x 695 m 141 x 2210 study area 273 m x 280 m 811 x 92 master bedroom 434 m x 541 m 143 x 179 ensuite shower room 277 m x 192 m 91 x 64 bedroom 2 544 m x 487 m 1710 x 160 bedroom 3 396 m x 664 m 130 x 219 bedroom 4 572 m x 445 m 189 x 147 family bathroom 381 x 180 125 x 510 2nd floor landing 715 m x 380 m 235 x 126 bedroom 5 472 m x 580 m 156 x 190 bedroom 6 550 m x 443 m 181 x 146 bedroom 7 549 m x 351 m 180 x 116 shower room sauna 387 m x 191 m 128 x 63 gated driveway detached garage gardens property land available separate negotiation agents notes council tax band g tenure freehold stamp duty 0 250000 5 250001 925000 10 925001 1500000 12 remaining 1500000 purchases additional surcharge payable properties sale price 40000 clarification new stamp duty system find means purchase disclaimer fc stated details draft format subject approval propertys vendors attention drawn fact unable confirm certain items included property working order prospective purchaser satisfy condition particular item employee fine country authority guarantees regard dimensions stated measured electronically margin error relied purchase placement furnishings floor coverings etc details provided property particulars subject potential errors approved vendors event errors omissions excepted property details way constitute offer contract relied solely statement fact event structural changes developments property prospective purchaser satisfy appropriate approvals planning building control etc obtained complied,608750.0
4.0,2.0,1931.0,685000.0,superbly proportioned beautifully presented town house set unique converted church house enjoying attractive outlooks mature trees ideally located easy access altrincham town centre open space dunham park hall cloaks lounge dining kitchen utility wc bedrooms bathrooms gated entrance parking courtyard garden largest properties unique converted church house development renovated completely keeping original beautiful stone building attractive leaded mullion windows setting delightful surrounded mature green trees aspects enjoyed principal rooms situated delightful walks doorstep dunham forest golf course dunham park trans pennine trail canal opposite direction easy access altrincham town centre facilities metrolink popular market quarter property enjoys extensive accommodation arranged floors extending 2000 square feet suitable wide variety purchasers including upsizers downsizers providing spacious hall landing areas leading generously proportioned accommodation including 375 square foot lounge 300 square foot dining kitchen upper floors bedrooms currently utilised home study including fantastically proportioned principal bedroom balcony bedrooms served stylishly appointed bathrooms en suite principal bedroom externally blakeswood development approached wrought iron remote control operated gated entrance large parking courtyard serving development reserved parking spaces serving number 8 entrance door number 8 accessed courtyard property enjoys lovely enclosed courtyard garden accessed french doors dining kitchen overlooked lounge principal bedroom timber decked enclosed brick walling steps rising right way access path serving properties leading parking courtyard oldfield road courtyard garden areas enjoy delightful backdrop substantial trees boundaries neighbouring properties providing appealing green outlook window completing lovely setting comprising panelled entrance door hall beautifully finished tiled flooring having staircases leading upper lower floors lounge superbly proportioned room natural wood flooring having wide bay window opening french doors juliet balcony overlooking garden york minster stone design fireplace surround living flame gas fire lower ground floor hall tiled flooring doors providing access cloaks storage space addition dining kitchen utility room space washing machine dryer worktops sink unit guest wc dining kitchen tiled flooring having wide bay window opening folding doors rear garden kitchen fitted extensive range painted finish wood fronted units granite worktops arranged central island unit integrated stainless steel oven hob extractor fan dishwasher free standing american style fridge freezer floor landing inner landing skylight window modern wood finish flooring staircase storage cupboard beneath leading second floor principal bedroom natural wood flooring french doors opening balcony wrought iron railing enclosure wall wall floor ceiling built wardrobes video entry phone point bedroom served en suite bathroom fitted white suite chrome fittings providing freestanding tub bath corner shower cubicle wash hand basins toiletry cupboard wall hung wc underfloor heating home studybedroom enjoying attractive outlook mature trees second floor landing skylight window doors bedrooms family bathroom bedroom dormer window enjoying attractive aspect wood flooring extensive eaves storage space bedroom dormer window enjoying appealing green aspect natural wood flooring bedrooms served stylishly appointed family bathroom white suite chrome fittings providing double ended bath shower wall hung wash basin toiletry cupboard wc extensive tiling walls floor underfloor heating stylish property great charm character lovely setting,1075000.0
2.0,1.0,771.0,190000.0,ready ideal buytolet family home situated popular road firsttime buyers buy let investors bedroom mid terrace house sure tick boxes entrance vestibule gives way open lounge dining room extended kitchen utility room downstairs bathroom rear yard upstairs double bedrooms fixed staircase giving access loft space velux window ideal home office property recently undergone renovation ready best chian free virtual viewing tour available,410000.0
5.0,4.0,3267.0,975000.0,entrance hallway feature quarry tiled hallway leading spacious cloakroom providing storage reception rooms main lounge spacious double aspect gas stove set feature carved stone fireplace dining hall situated lovely mezzanine areas quarry tiled flooring open plan breakfast kitchen leads beautifully presented conservatory seating area stunning aspect rear garden waterfall area leads spacious orangery cinema room projector length screen movie watching breakfast kitchen utility room breakfast kitchen wealth wall base units breakfast bar area seating granite work surfaces 2 integrated freezers 1 integrated fridge display cabinet lighting fantastic useful utility room plumbing washing machine hanging space clothes airingdrying worcester height boiler housed utility room officeen suite office fully fitted storage solutions shelving drawers room easily guest bedroom modern 3 piece ensuite shower making versatile room purposes required gallery landing stunning galleried minstrel landing forms striking centrepiece home beautifully designed glass screen balustrade elegant oak staircase flooded natural light impressive architectural feature creates sense space grandeur offering elevated vantage point overlooking reception areas perfectly blending contemporary style timeless craftsmanship provides dramatic impression seamless flow property master bedroom large ensuite spacious master bedroom beautifully presented pairs french doors crafted wrought iron juliet balconies provides abundance natural light creates bright airy feel impressive room complemented stunning threepiece white ensuite comprising generous shower area contemporary vanity wash hand basin lowlevel wc combining style functionality create luxurious private retreat guest bedrooms floor 2 beautifully presented guest bedrooms bedrooms double size fitted wardrobes main family bathroom stunning family bathroom spacious luxuriously appointed featuring contemporary fourpiece suite highlights include cream travertine tiling relaxing jacuzzi bath stylish feature wash hand basin spacious walkin shower area stone tiling feature curved glass shower screen floating lowlevel wc bespoke chrome towel rails elegant stylish bathroom combines sophistication functionality creating perfect space family use indulgent relaxation floor landingreading nook topfloor landing bright inviting offering flexible space easily cosy reading nook quiet retreat bathed natural light provides peaceful corner home perfectly suited relaxing studying enjoying good book bedrooms floor 2 additional double bedrooms good sized presented bedrooms fully fitted wealth wardrobes storage floor shower room located floor modern shower room 3 piece white suite comprising tiled shower area mixer shower low level wc wash hand basin gated driveway double garage property secured double gates giving property privacy prestigious feel large block paved driveway providing ample parking vehicles driveway leads double garage door power light large storage area garage accessed ladder gardens arguably focal point property mature subtropical gardens home truly exceptional offering oneofakind outdoor living experience richly planted spectacular palm trees beautifully designed architectural landscaping rear garden features extensive splitlevel decking bbq areas waterworn limestone rockeries stream waterfall tiki hut fitted bar jacuzzi brand spa hot tub spacious sauna,663333.3333333334
2.0,2.0,747.0,300000.0,julie twist properties delighted welcome market beautifully presented twobedroom apartment set converted royal mail sorting office triplex apartment situated floor renovated lovely standard apartment boasts inviting living area level overlooks separate dining area floortoceiling windows allowing ample natural light flood room level generously sized double bedroom access newly renovated ensuite shower room lower level features fully equipped kitchen integrated appliances threepiece bathroom double bedroom additionally property comes storage cupboards stretches underneath dining area height 96 cm sorting house hidden gem located northern quarterancoats royal mails sorting offices building converted characterful apartments featuring high ceilings original feature window fabulous japanese style communal garden area offering private space sit outside summer based newton street stones throw ancoats piccadilly arndale centre plenty transport links shops bars incredible restaurants general rental yield 58 based estimated rental price 1450 cm service charge 2802 annum ground rent peppercorn lease 999 years 1 june 2000 council tax band d total floor area 747 sqft 694 sqm management company urban bubble hallway real wood flooring spotlights access storage cupboards houses boiler stretches underneath entire dining area height 96 cm kitchen dining area kitchen positioned ground level features wall base units stainless steel sink mixer tap drainer integrated fridgefreezer integrated dishwasher builtin oven ring induction hob extractor real wood flooring spotlights unit spotlights dining area accessed stairs kitchen boasts large feature windows allowing natural light flood space living area living area positioned upper level consists carpeted flooring wall lighting tv point wall mounted radiator bedroom 1 carpeted flooring wall mounted radiator spotlights wall lighting double glazed window bathroom accessed hallway ground level piece bathroom comprising large shower cubicle sink mixer tap partially tiled walls tiled flooring extractor spotlights heated towel rail bedroom 2 accessed living area bedroom features carpeted flooring wall mounted radiator wall lighting access ensuite ensuite piece bathroom comprising corner shower cubicle sink mixer tap tiled wallflooring extractor wall lights heated towel rail,556166.6666666666
5.0,3.0,1668.0,925000.0,magnificent double bedroom detached edwardian property character positioned highly sought central chorlton location superb property offers versatile family accommodation floors wealth original features benefits gated driveway garage providing road parking property placed local amenities transport links short stroll chorlton village beech road array independent bars restaurants shops plus multiple local schools parks easy reach property benefits 23 ft open plan dining kitchen reception rooms useful studyfamily room lower ground floor certainly missed accommodation briefly comprises covered porch entrance hallway 17 ft lounge bay window log burning stove cloakroom wc open plan dining kitchen family room utility room floor good sized bedrooms largest equal proportion lounge main family bathroom second floor reveals double bedrooms plus second bathroom fitted modern piece suite lower ground floor reveals reception roomstudy wet room useful storage space gas central heating installed externally property walled garden enclosed mature hedgerow mainly laid lawn features large beds mature plants shrubbery property block paved patio area leads gated driveway garage rear internal viewing splendid home strongly recommended,791500.0
5.0,2.0,1662.0,850000.0,spectacular immaculately presented period extended semi detached property situated quiet culdesac location easy reach didsbury village excellent transport links independent shops bars restaurants having completely renovated refurbished current owners offer superb modern family living stunning accommodation floors measuring highly impressive 1662 sq ft floors located didsburys sought roads atwood road attractive tree lined road property benefits road parking generous private southerly facing garden description stunning complemented large private attractive garden property makes enviable family home internally comprises welcoming entrance hallway useful stairs wc large light airy sitting room property end hallway greeted simply spectacular modern open plan livingdining custom built kitchen benefits underfloor heating attractive bifolding doors skylights modern fitted units floor bedrooms large double bedrooms principal bedroom leafy outlook overlooks rear garden refitted contemporary piece bathroom suite roll bath serves bedrooms second floor bedrooms bedroom boasts stylish fitted ensuite shower room ample eaves storage externally block paved driveway secure gate provides access rear south facing private garden garden landscaped patio areas fenced boundaries mature plants directions location didsbury village vibrant hub offering wide range restaurants bars shops manchester city centre approx miles away readily accessible frequent bus services kingsway wilmslow road trafford shopping centre 15 minute drive away manchester airport approx 12 minutes away property wellplaced access national motorway rail networks local schooling excellent didsbury primary schools including beaver rd primary school ofsted rated outstanding property close bus routes city centre independent schools catchment area parrs wood high school tenure freehold services tested services tested advised enquiries andor inspections local authority manchester city council viewing viewing strictly appointment agents,1020833.3333333334
4.0,2.0,2391.0,1250000.0,beautifully presented extended double bedroom bathroom detached family home situated sought location swann lane conservation area walking distance cheadle hulme village train station school catchment area hursthead primary school cheadle hulme high school property retains host original features including high ceilings picture rails high skirting boards benefits gas fired central heating upvc double glazing stained glass insets fantastic garden accommodation includes entrance hallway downstairs wc cloak room sitting room bay window plantation shutters living room bay window access garden inglenook led lighting superb living kitchen refitted 2019 contemporary matching wall base units large island breakfast bar integrated aeg appliances granite work surfaces spacious living dining area french doors garden cellar chambers tanked currently utility room store room floor landing loft accesspull ladder double bedrooms fitted wardrobes family bathroom jacuzzi bath separate shower cubicle rainwater shower head heated towel fully tiled walls floor second bathroom walkin shower vanity unit fully tiled walls floor heated towel rail grounds gardens outside large driveway provides road parking cars access attached garage lights power rear house stunning landscaped garden access garage separate garden store large lawn location cheadle hulme suburb metropolitan borough stockport excellent range bars shops restaurants public private schools highly sought cheadle hulme train station provides direct links manchester city centre 8 miles away provides excellent transport links local motorway network manchester airport important information heating gas central heating radiators mains gas electric waters drains property construction brick built tiled roof flood risk low risk surface water low risk sea rivers water meter tbc freehold broadband providers openreach virgin media fttp fibre premises able obtain broadband service fixed wireless access providers covering area ee mobile providers mobile coverage property available main providers information provided ofcom checker nt guaranteed mosley jarman responsibility inaccuracies advise potential buyers checks committing purchase information provided govuk,760000.0
4.0,3.0,2543.0,1200000.0,beautifully presented fourbedroom detached family home upgraded immaculate standard situated sales desirable locations conveniently walking distance highly regarded schools including ashton mersey secondary school woodheys firs primary school impressive home offers generous living space occupies substantial plot entering welcomed porch leading spacious entrance hall downstairs wc storage cupboard staircase ascending floor main lounge bright inviting featuring dru gas fireplace opening dining area large rearfacing windows flood space natural light offer great views private rear garden unique feature wonderful family home property second lounge bellfire fireplace open adjoining study area ideal home working charming garden room lantern skylight adds versatility living space contemporary kitchen fitted extensive range base wall units contrasting worktops builtin pantry cupboards highspec integrated appliances door leads double garage provides practical utility area upstairs generously sized double bedrooms impressive primary suite spans length house enjoying dualaspect views sleek ensuite shower room remaining bedrooms served stylish recently renovated family bathroom outside property offers ample offroad parking lawned garden bordered mature hedging privacy rear garden true highlight significantly larger average beautifully landscaped mature trees shrubs plants providing private tranquil setting truly exceptional family home viewed fully appreciated,984166.6666666666
