num_of_bedrooms,num_of_bathrooms,property_size,price,description,location
3.0,1.0,1969.0,400000.0,welcome muchloved wellpresented extended threebedroom semidetached family home located everpopular kings road ideal growing families seeking additional living space property offers blend traditional charm modern convenience accommodation comprises ground floor entrance porch upvc double glazed sides entrance hallway hallway welcoming space glazed door picture rail woodeffect flooring radiator stairs floor sitting room 390 m x 350 m bayfronted upvc windows woodeffect flooring radiator feature fireplace living flame gas fire lounge 350 m x 394 m overlooks rear garden patio doors complete coved ceiling radiator dado rail feature fireplace gas fire extended breakfast kitchen 505 m x 242 m fitted range wallbase units breakfast bar includes oneandahalf sink space appliances splash tiling radiator gas boiler dual aspect upvc windows door access floor shaped landing features open balustrade window loft access pulldown ladder bedroom 455 m x 337 m bay window woodeffect flooring radiator fullwidth builtin wardrobes bedroom 330 m x 370 m rear aspect matching builtin wardrobes woodeffect flooring radiator bedroom 295 m x 202 m facing fitted wardrobes radiator bathroom modern threepiece suite bath shower lowlevel wc basin tiling ladder radiator window loft conversion versatile space eaves storage upvc window rear radiator perfect home office hobby room occasional guest area garage detached fully plastered lighting power currently storage utility purposes excellent potential conversion home office gym garden room includes fitted base units sink outside gated paved driveway offering parking multiple vehicles continuing detached garage rear garden enjoys sunny aspect features ornate paving privacy fencing lowmaintenance landscaping tenure freehold council tax band c,935909.5714285715
4.0,1.0,980.0,230000.0,delighted offer fourbedroom hmo property offers perfect blend modern living comfort property boasts generouslysized double bedrooms designed provide ample space restful retreat spacious kitchen equipped white goods making meal preparation breeze additionally property features modern bathroom designed style functionality mind located liverpool street property ideally situated walk bus ride salford university making excellent choice investment purchase property commend rent 1820 calender month presenting yield 9,540833.3333333334
5.0,1.0,3212.0,875000.0,situated fringe hazel grove village stunning grand detached residence chester road presents exceptional opportunity seeking spacious characterfilled family home boasting approximately 3212 square feet living accommodation generous floors beautiful property commands impressive freehold plot wellmaintained gardens ample offroad parking brickbuilt detached garage house offers substantial bedrooms scope create additional rooms loft subject necessary consents ideal growing family need flexible living arrangements high ceilings decorative cornicing feature fireplaces grand hallway landing home celebrates wealth traditional architectural detail large practical basement benefits excellent head height offering fantastic potential home office studio recreational space level versatility rarely available opens door range exciting development possibilities chester road enjoys prime convenient location easy reach variety amenities property short stroll hazel groves vibrant high street ll find major supermarkets host independent shops cafes local schools regarded primary secondary options close making excellent choice families recreational leisure facilities abound area torkington park hazel grove leisure centre golf clubs minutes drive healthcare provision classthe renowned stepping hill hospital miles away ensuring prompt medical attention required commuters property exceptionally connected hazel grove railway station minutes walk station offers regular direct services manchester piccadilly buxton access motorway network nearby providing links greater manchester manchester airport conveniently located 10 miles west making international travel swift straightforward combining scale style substance distinctive beautifully home chester road viewed fully appreciated characterful charm generous proportions soughtafter location rare find todays market rooms entrance porch double doors arched windows tiled floor hallway door surrounding stained glass windows spindle staircase leading floor picture rail cornice ceiling high skirting boards living room double glazed windows aspects radiator timber flooring picture rail cornice ceiling high skirting boards focal fireplace feature wooden bi folding doors dining room double glazed window aspect double doors leading garden high skirting boards radiator focal fireplace picture rail cornice feature ceiling sitting room double glazed window aspect timber floor radiator focal fireplace picture rail high skirt boards cornice ceiling cloakroomlibrary wall shelving access downstairs wc downstairs wc sash window aspect low level wc hand wash basin radiator morningbreakfast room double glazed window rear aspect floor ceiling storage cupboards base unit stainless steel sink unit plumbed washing machine radiator tiled floor room kitchen kitchen double glazed windows rear aspects rear door garden base units drainer sink unit range cooker extractor hood suspended ceiling access basement landing spindle balustrade picture rail cornice ceiling storage cupboard access loft garden room feature room overlooks rear garden perfect green fingered enthusiasts room double doors landing double glazed windows separate wc sash window rear aspect low level wc radiator shower room double glazed window rear aspect shower cubicle chrome towel radiator airing cupboard wash basin bedroom double glazed window aspect radiator fitted wardrobes bedroom double glazed window aspect radiator cast iron fireplace picture rail cornice ceiling bedroom double glazed window aspect timber floor access dressing room bedroom double glazed window aspect radiator fitted wardrobes matching drawers bedroom double glazed window rear aspect radiator picture rail cornice ceiling basement access kitchen rear property entrance area wc utility room double glazed window sink worcester central heating boiler plumbed washing machine vent dryer chamber double glazed window chamber coal room chamber double glazed window water meter wine room gas meter outside aspect sweeping driveway providing ample road parking lawned gardens mature hedging trees shrubs stocked flowerbeds right hand property stocked beds rear garden gardeners paradise stunning large garden mainly lawned feature pond mature trees shrubs plants greenhouse patio areas,453000.0
2.0,1.0,738.0,245000.0,hyde estates delighted present bedroom terraced house sale overlooking heaton park charming character features property time buyers looking foot property ladder prestwich offering wellpresented living accommodation low maintenance rear garden perfect outside dining summer months situated bury old road ostrich lane park street short walk heaton park metrolink station commuters use regular bus routes manchester city centre local motorway network travelling afield local amenities include shops excellent schools heaton park prestwich village home array independent bars restaurants accommodation comprising entrance hall original door unit glazing original floor boards stairs floor handy understairs storage cupboard original floor boards continue connecting reception rooms facing dining room having shelved alcoves ample space family sized dining suite opens cosy rear facing lounge garden aspect galleystyle kitchen range wall base units inset stainless steel sink unit mixer tap tiled splashbacks door rear garden space freestanding cooker hob separate undercounter fridge freezer floor landing double bedrooms windows overlooking heaton park built wardrobes second double room situated rear property space freestanding bedroom furniture stylish bathroom fitted recently installed contemporary white suite wc washbasin bath shower connection complete showerscreen tiled splashbacks heated chrome towel rail frosted window room measurements lounge 113 x 103 dining room 114 x 103 kitchen 114 x 5 bedroom 1 138 x 113 extremes bedroom 2 113 x 911 bathroom 82 x 54 gardens private low maintenance rear garden ideal outside dining brick built outbuilding plumbing washing machine additional information property serviced wall mounted combi boiler predominantly upvc double glazed partially boarded loft ideal storage access loft hatch drop ladder bedroom current owners redecorated rooms year renovated bathroom high standard tenure understand vendor property leasehold subject 999 year lease commenced march 1909 annual ground rent approximately 12 council tax bury council band fixtures fittings carpets curtains light fittings available negotiation tested appliances electrical items viewings viewings arranged hyde estates letting agents disclaimer information images provided property advertisement intended guidance purposes effort ensure accuracy details strongly recommend interested parties view property person confirm propertys condition suitability specific requirements,601990.0
3.0,2.0,1203.0,600000.0,stunning extensive larger design mid mews house extending approximately 1385 sq ft offers beautiful high specification living accommodation highest standards overlooking waterfront south bay rear stunning home beautifully appointed modern contemporary décor comes combigas central heating boiler system upvc double glazing monitored alarm system integrated cctv accommodation attention detail features ground floor 14 ft 9 x 5 ft 5 reception entrance hall composite door marble tiled floor skirting led low voltage lighting attractive beech doors chrome fittings rooms utility store plumbing washing machine understairs storage cloakroomwc high specification contemporary white suite chrome fittings comprising low level wc wash hand basin vanity unit cupboard vanity mirror ceramic tiled walls marble tiled floors led low voltage spotlighting magnificent loungeentertaining room rear measuring 17 ft 2 x 13 ft 9 fabulous room beech double entertaining doors kitchenbreakfast room opening conservatory walnut finish strip flooring led lighting mood lighting hole wall fireplace living flame coal gas fire conservatory fabulous conservatorydining room rear south facing measuring 21 ft 7 x 9 ft 3 tinted skylight ceiling trifold doors garden decorative feature trusses walnut finish flooring reverse hole wall fireplace living flame coal gas fire lounge glazed double doors study study mid measuring 10 ft 8 x 8 ft 4 glazed double doors conservatory door hallway walnut finish flooring led low voltage lighting state art high specification kitchenbreakfast room measuring 11 ft 9 x 8 ft 4 high specification kutchenhaus kitchen porcelain ceramic tiled floor penthouse red glass decorative splashback low level skirting led lighting pelmet lighting led low voltage lighting beautiful fitted kitchen units quartz worktops contemporary grey high gloss doors mounted reginox stainless steel sink quartz drainer quartz breakfast bar cda integral wine fridge smeg dual fuel 4 point induction hob gas burner glazed wall cupboards concealed airforce extractor hood miele integral dishwasher pull environmental waste cupboard plus carousel base cupboards electrically operated blinds stainless steel shutter cupboard containing vaillant combi eco tech boiler neff combination microwave oven warming draw neff slide hide integrated oven neff integral coffee maker wine rack bosch integral fridge freezers floor galleried landing access partboarded loft light metal slingsby style ladder led low voltage spotlighting master bedroom measuring 14 ft 9 plus wardrobes x 10 ft 5 plus recess attractive upvc double glazed oriel windows deep display sill width integral wardrobes mirrored doors concealed lighting hanging rails shelves integrated drawers led low voltage spotlighting beech finish door landing glazed beech finish door ensuite shower roomwc ensuite shower roomwc high specification white contemporary suite chrome fittings comprising low level wc hand wash basin vanity unit marble topped vanity plinth ladder radiator mirror ceramic tiled walls porcelain tiled floor led low voltage spotlighting glazed shower door feature tiled shower cubicle mirrored glass wall toilet inset monsoon shower head bedroom rear 14 ft 1 x 8 ft 6 plus door recess water views feature upvc double glazed oriel window plantation shutters deep display sill led low voltage spotlighting bedroom rear 10 ft 8 x 8 ft 4 water views upvc double glazed window length fitted computer deskdisplay area computer desk cd rack display shelves cupboards drawers led low voltage lighting large luxury bathroomwc upvc double glazed windows plantation shutters complementary porcelain ceramic tiled walls floor high specification contemporary suite chrome fittings comprising vanity basin floating cupboard vanity mirror roll edge freestanding bath fixed glazed shower screen shower enclosure ceiling mounted shower head extractor fan ladder radiator low level wc housed cistern marble topped plinth beech finish door outside property attractive small decorative garden wrought iron railing rear picturesque south facing garden overlooking waterfront south bay white picket fencing rear gate canal walkway feature cast iron lamppost attractive acers japanese fern gravel terrace flowerbeds ornamental lighting external power water tap separately sited house designated garage block electrically operated roller shutter door power lighting storage space resident parking bays merchants quay subject permit availability addition street parking residents subject permit local authority local restaurants found salford quays dynamic media city lowry centre galleria shopping outlet mall cinema complex imperial war museum regular tram services operate salford quays manchester city centre surrounding areas motorway network provides commuter links north west trafford centre virgin active leisure complex gymnasium swimming pool found base imperial point tesco express coop nisa supermarket trafford road,437500.0
4.0,2.0,3294.0,1250000.0,melissa berry estates welcome wonderful threebedroom semidetached house brimming potential perfectly positioned soughtafter location firsttime buyer looking craft ideal starter home family seeking adventure investor eye opportunity property truly ticks boxes looking stamp home spacious property need refurbishment programme offering exciting chance design finish exactly wish possibilities endless modernise interiors open living spaces simply bring glorythe choice inside house boasts separate reception rooms featuring large windows allow plenty natural light pour provide charming views garden generous spaces perfect family evenings entertaining guests setting dedicated dining area cosy lounge garden outlook rooms promises tranquil backdrop sense privacy ideal relaxing end day property offers practical wellproportioned kitchen ready transformed heart home personal touch creative vision create modern stylish space caters perfectly culinary needs upstairs ll find comfortable bedrooms offering flexible accommodation options master bedroom generous double ideal restful retreat long day second double bedroom providing ample space family members guests single bedroom perfect childs room home office study family bathroom providing basics ripe upgrading fresh modern suite suit requirements home benefits spacious rooms making fantastic platform remodelling simply enjoying renovations completed stepping outside ll find gardens rearlots potential landscaping growing plants creating play areas children offroad parking available musthave busy family multiple vehicles conveniently positioned home short stroll away excellent public transport links putting city centre easy reach work leisure great local schools handy amenities beautiful parks nearby making daily life bit easier enjoyable places worship local shops close proximity making central spot community living space untapped potential lovely semidetached home presents golden opportunity looking wellconnected popular area seeking project family home grow nt miss chance create special herebook viewing today imagine possibilities,327600.0
2.0,1.0,971.0,195000.0,larger average edwardian bay fronted mid terraced property located huntley mount road views hoyles park bowling green property systematically renovated couple decades current owner congratulated presentation cleverly blending modern conveniences features edwardian era property forms hopebank terrace date stone confirms construction 1909 approximately mile bury town centre similar distance fairfield general hospital property convenient location combination gas fired central heating upvc double glazing accommodation briefly comprises entrance vestibule inner hall open plan living roomdining room stone fireplace housing woodburning stove luxuriously appointed kitchen floor landing double bedrooms main extensive range fitted furniture piece bathroom outside garden forecourt iron railing fencing rear presented patio style yard good potential extend accommodation loft space required subject approvals tenure leasehold residue 999 years ground rent 5 annum epc rating c council tax banding entrance vestibule pat tiled walls leading inner hall original coving cornicing access floor bevelled edged glazed door leading lounge dining room impressive room square bay window views hoyles park originally rooms converted renovations built bookshelves stone fireplace housing woodburing stove original covings centre rose window rear light airy kitchen impressive range wall base units gloss cream complementary polished stone worktops incorporating 1 12 bowl sink unit built appliances include 5 burner gas hob electric double oven integrated washer dishwasher dryer fridge tiled flooring led lighting windows rear access rear patio yard floor landing built storage spindled balustrade dado rail main bedroom extensive range fitted bedroom furniture include bedside tables overbed cabinets window views parkland bedroom double sized room built storage window rear bathroom piece suite white comprising low flush wc pedestal wash hand basin panelled bath shower cubicle thermostatic shower tiled walls tiled flooring windows rear led lighting outside property garden forecourt iron railing fencing neatly presented rear patioyard,757000.0
3.0,1.0,1296.0,400000.0,situated quiet established culdesac highly regarded residential area cheadle threebedroom detached bungalow offers substantial footprint ready comprehensive programme modernisation refurbishment offered sale onward chain property presents genuine blank canvas buyer looking renovate home standard taste description internal layout notably flexible currently comprising wellproportioned rooms function bedrooms additional reception rooms depending requirements rear main living room features fireplace double doors leading basic leanto sun room kitchen good size provides direct internal access integral garage electric retracting door accommodation completed main bathroom separate additional wc permanent staircase provides access useful loft space offering useful storage potential investigation externally property occupies level plot offroad parking enclosed private garden rear property ideally located easy access shops local amenities cheadle village wellplaced local transport links motorway network given extent work required soughtafter nature location excellent opportunity seeking renovation project directions location cheadle offers good selection shops pubs restaurants provides excellent educational facilities children ages cheadle royal shopping centre close access bypass leads handforth dean stanley green retail park motorway connections available ends village manchester international airport easily accessible whilst railway stations situated nearby gatley cheadle hulme,725000.0
2.0,2.0,670.0,401417.0,perfect buytolet investors owneroccupiers description located heart manchester city centre moments oxford road train station completed development presents exceptional opportunity investors boasting selection premium residential apartments impressive 6 rental return apartment thoughtfully designed furnished impeccable standard featuring fully integrated kitchens expansive windows welcome natural light premium flooring features seamlessly combine convenience comfort investment appeal positioned close key areas city castlefield media city central shopping district development ideal professionals seeking stylish wellconnected home manchester continues establish toptier investment destination strong rental yields competitive pricing high tenant demand abundant job opportunities northern powerhouse attracts domestic international investors additionally property values north west forecasted rise 288 2028 apartment offers exceptional rental returns significant potential capital appreciation enquire today receive floor plans information pack investment breakdown,979158.3333333334
3.0,1.0,1074.0,275000.0,located everpopular eskdale avenue wellpresented threebedroom semidetached home ideal families looking moveinready property close local amenities green spaces driveway parking car plus onstreet permit space home practical conveniently situated walking distance wigan town center kenyon road shops woodfield primary school local parks including mesnes park haigh hall property features welcoming entrance hallway bright lounge bay window separate dining area flows spacious conservatory offering flexible layout everyday family living kitchen fitted builtin appliances complemented extension comprises separate utility room convenient downstairs wc rear garden private providing peaceful outdoor space relaxing entertaining upstairs double bedrooms includes builtin wardrobes alongside wellsized single bedroom modern family bathroom completes accommodation property good condition new carpets recently fitted bedrooms making perfect option looking straight need renovation,482000.0
4.0,3.0,1835.0,795000.0,pleased offer sale stunning penthouse apartment set floors substantial roof terrace overlooking prime location st peters square apartment recently undergone renovation expense spared features include solid oak floors oak doors stone tiled bathrooms high quality kitchen bathroom suites apartment briefly comprises large entrance hallway ground floor bathroom wc walk shower large open plan kitchen living area double access ground floor balcony gives views city truly stunning kitchen benefits solid granite worktops lots storage fitted appliances including washing machine dryer double oven induction hob dishwasher apartment features extremely large double bedrooms floor floor master bedroom benefits spectacular en suite extra large jacuzzi bath second bedroom occupies corner aspect floor ceiling windows providing light sides floor bedroom provides access roof terrace currently second living room easily turned cinema room large home office fourth bedroom ground floor currently home study easily furnished double bedroom addition en suite master bedroom bathrooms ground floor floor feature double depth walk power showers sink storage heated towel rails bathrooms luxurious feel fitted stainless stainless steel taps beautiful stone tiles illuminated mirrors benefits include ample storage apartment,576166.6666666666
3.0,1.0,1465.0,650000.0,located sales sought areas catchment outstanding brooklands primary school stunning extended bedroom semi detached residence offers generous accommodation property complemented extended kitchendining room generous loft room private rear garden beautifully presented bedroom semi detached property benefits close local transport links excellent primary secondary schools ground floor accommodation comprises lovely entrance hallway provides access bright spacious reception rooms extended kitchendining room large conservatory offering access rear garden wc found ground floor floor property benefits bright open landing bedrooms modern family bathroom benefitting underfloor heating generous loft room found second floor boasts ample eaves storage numerous sky lights allowing natural daylight floor room externally road parking rear low maintenance lawned garden patio area,1081000.0
3.0,3.0,88.0,380000.0,3 bedroom 3 bathroom 7th floor apartment manchester waters block b spacious balcony place perefect investors live landlord stunning waterfront 3 bedroom 3 bathroom balcony property available viewings property highly encouraged sales lettings delighted bring stunning 3 bedroom apartment sale situated 7th floor brand new development manchester waters tower b 3 bedroom property enjoys spacious balcony offers stunning water views white goods included suitable investmenet purchase live landlord residents manchester waters enjoy exclusive access onsite cinema room onsite gym quick financials service charge 334850 ground rent 46983 5 year rpi 5 year rpi billing period 01 jan 31 dec estmated monthly rent achievable 150000 lettings management 8 vat council tax band d manchester waters manchester waters regeneration 26 acres dockland pomona island remaining largescale regeneration opportunities available close manchester city center manchester waters tower b second tower 5 phase masterplan delivered partnership peel lp development manchester waters adjacent cornbrook hub creating brand new neighborhood offering highestquality urban living conditions uks exciting cities manchester leading regions capital growth performer rental growth connectivity wider manchester property located walk pomona strand tram stop meaning residents manchester city centre matter minutes viewings property highly encouraged arranged getting touch team,1075283.4
5.0,3.0,27621.0,985000.0,video tour available fantastic bedroom property occupies great spot minutes christie hospital victorian home truly stunning residence located quiet residential road neighbourhood west didsbury south manchester west didsbury charming leafy area short stroll lapwing lane burton road array independent boutique shops popular bars restaurants albert tennis club old lansdowne road families selection transports links available doorstep internal accommodation extends storeys entry resin driveway victorian tiled steps leading door entrance hallway leads left bayfronted lounge spacious dining room fully fitted kitchen lounge area cellars converted comprise bedrooms spacious lounge plentiful storage threepiece shower room floor consists double bedrooms bedrooms fitted spacious wardrobes attractive fourpiece bathroom walk shower free standing bath second floor reveals large dualaspect master suite built storage walkin dressing area beautiful threepiece ensuite completing home boasting original feature fireplaces wood burning stove stunning flooring road parking private lawned gardens rear viewing highly recommended externally resin driveway found property whilst rear offers block paved area lawn raised roofed decking area perfect al fresco dining financial services believe introducing clients specialist advisors provide simple sensible mortgage protection advice help clients fully informed decisions giving confidence getting right deal start partners committed offering tailormade personal professional service aim exceed expectations level specialising finding best mortgage protection products suit particular needs wish opportunity speak partner advisors bespoke mortgage bridget mark reached onuse contact agent button use contact agent button,810000.0
5.0,2.0,4865.0,725000.0,wellpresented thoughtfully upgraded 45 bedroom detached home located granby road heart stretford popular wellconnected residential area ideal families professionals internally accommodation arranged floors offers wellproportioned practical living space ideally suited modern family life ground floor begins welcoming entrance hallway leading wellsized living reception room generous dining area builtin storage cupboards kitchen recently renovated high standard offers excellent space functionality kitchen large additional room fitted wardrobes bedroom home office playroom benefits en suite shower room ground floor includes small utility area convenient downstairs wc floor double bedrooms additional single bedroom study space upstairs complemented bathroom creating flexible layout growing families working home property flooded natural light creating bright welcoming feel room property benefited extensive recent investment including new kitchen new main bathroom installed 2023 finished contemporary standard new boiler installed 2020 new roof fascias gutters completed 2025 offering peace mind years come additional upgrades include gas central heating double glazing verisure alarm system enhanced security externally home continues impress property features newly installed driveway 2025 providing offroad parking new lawn perimeter fencing walling new gates completed 2025 rear low maintenance outdoor space finished pattern imprinted concrete 2022 ideal entertaining outdoor dining secure garage enhances practicality property location particularly appealing access reputable local schools including stretford grammar stretford high trafford college leisure sporting facilities old trafford football stadium emirates old trafford cricket ground close regular bus services chester road nearby metrolink rail connections commuting straightforward efficient excellent opportunity buyers seeking home comprehensively upgraded offering modern comforts strong kerb appeal convenient stretford location,560000.0
6.0,3.0,2479.0,825000.0,beautifully appointed bedroom semidetached property situated offroad quiet leafy location generous plot fully renovated complete substantial extension arranged floors versatile accommodation stretching approximately holmleigh stunning family residence wellproportioned finished highest standards aspects property externally property benefits impressive aspect overlooking treelined beech fields wrought iron gated access leading generous plantshrub borders extensive driveway providing ample offroad parking sideelevation walkway leads landscaped rear garden profits south facing aspect wellapportioned design incorporates new garden room bifold doors attached bike store accessed porcelain walkway framed array mature trees shrubs extensive porcelain patio laid lawn wellstocked plant borders upanddownsecurity lighting outside water tap installed internally property completely remodelled yield significant space spanning levels flexibility accommodate range family sizes setups ground floor sizeable entrance porch hallway wc reception rooms large open plan kitchen diner associated utility bifolds access rear patio floor includes double bedrooms ensuite main bathroom second floor bedrooms shower room velux roof lights essential storage cupboards notable feature specification kitchen utility high quality kitchen units doors farrow ball colours quartz worktops splashbacks stainless steel undermount sinks centre island quartz worktop waterfall end panels downdraft induction hob neff integrated microwave neff integrated oven neff integrated dishwasher integrated height fridge integrated height freezer integrated pantry brushed steel pro 3 boiling water tap quooker preplumbed spaces provided washing machine dryer utility enclosed combiboiler associated hot water tank utility high quality herringbone tiling ground floor zonal underfloor heating wall mounted smart controls heat miser length bay window overlooking garden planting rear lounge fitted cupboards shelving rear lounge attractive hard flooring reception rooms high quality tiling hallway wc second floors gas central heating system high quality carpets bedrooms landings property high quality decoration farrow ball colours high quality solid oak fire resistant doors brushed brass door furniture attractive 7 skirting boards deep moulded architraves doors attractive timber framing internal windows external doorways contemporary solid timber stairs balustrades open plan landings high quality contemporary black white wcbathroomshower rooms mains powered smoke detectors hardwired wifi floors ready connection high quality double glazed windows situated highly desirable sought location property ideally positioned walking distance timperley village close altrincham hale town centres provide wide range fashionable bars restaurants shopping facilities including popular market quarter surrounded number golf courses gyms shares notably close proximity prestigious hale country club spa property benefits easy access surrounding countryside lies catchment area highly regarded primary secondary schools communication links include easy access surrounding network motorways extremely close proximity timperley metrolink servicing manchester manchester international airport wythenshawe hospital nearby services mains water gas electricity drainage tenure freehold awaiting epc disclaimer whilst enquiries seller ensure information provided accurate yopa makes representations warranties kind respect statements contained particulars relied representations fact representations contained particulars based details supplied seller conveyancer legally responsible ensuring purchase agreement fully protects position inform aware information inaccurate money laundering regulations purchasers offer accepted property marketed yopa need undertake identification check asked provide information source proof funds meet obligation anti money laundering regulations aml legal requirement use specialist party service inhouse compliance team verify information cost checks 8250 vat purchase paid advance offer agreed prior sales memorandum issued charge nonrefundable circumstances,925714.2857142857
6.0,2.0,2114.0,700000.0,immaculately presented bedroom semidetached house offered onward chain providing substantial versatile contemporary accommodation storeys large rooms high ceilings set central position chorlton property fully refurbished modernised exceptionally high standard boasting high quality modern fittings features décor excellent potential uses family home large extended multigenerational living multioccupancy rental holiday let additional information council tax band currently deleted local authority manchester legal disclaimer particulars whilst believed accurate set general guideline constitute offer contract intending purchasers rely statements representation fact satisfy inspection accuracy note tested apparatus equipment fixtures fittings services including heating verify working order fit purpose furthermore solicitors confirm moveable items described sales particulars fact included sale circumstances change marketing negotiations try ensure accuracy measurements listing approximate intending purchasers need accurate measurements order carpeting ensure existing furniture fit measurements photographs reproduced general information inferred item included sale property,829000.0
2.0,1.0,452.0,175000.0,beautifully refurbished midterraced house offers ideal blend modern style traditional charm perfect seeking moveinready home plenty potential personalise property features spacious double bedrooms bright family bathroom located floor alongside fully converted attic room offering versatile additional space perfect home office guest room creative studio ground floor inviting reception rooms providing flexible living dining options complemented modern wellfitted kitchen opens private rear garden ideal entertaining relaxing outdoors neat garden adds homes attractive kerb appeal having fully renovated property presented blank canvas ready new buyers add touch create perfect home,757000.0
5.0,5.0,7190.0,2250000.0,exceptional georgian residence true distinction grand statelystyle home beautifully renovated highest standards preserving ounce period character set substantial entirely private plot combines timeless architecture modern luxury offering expansive interiors exquisite detailing landscaped grounds rival boutique countryside estates reception spaces stepping original stainedglass porch grandeur immediately apparent magnificent reception hall rich oak panelling bespoke staircase feature fireplace ascends equally impressive landing illuminated striking stainedglass roof lantern principal reception rooms showcase homes georgian elegance bayfronted sitting room white english marble fireplace formal dining room ornate ceiling detailing marble surround fireplace refined study bespoke oak bookcases copperdetailed fireplace rear expansive home cinema bar offers ultimate entertaining bespoke bay seating beautiful integrated media wall bar twin fridges garden lounge adjoining dining kitchen form social heart home glass fronted log burner corner lounge sure offer cosy warming glow cold wintery days bathed natural light abundance windows roof lantern spectacular space perfectly designed modern living direct access gardens kitchen practical aspects mills scott kitchen combines traditional craftsmanship premium specification shakerstyle cabinetry granite worktops frame central island integrated appliances including dualfuel aga induction hob gaggenau larder fridge neff drawerstyle fridge microwave generous dining space makes ideal everyday family living entertaining range practical rooms ensures home functions beautifully looks boot room garden lounge basement pantry utility laundry storeroom additional features include detached double garages timber outbuildings hartleys greenhouse bedrooms bathrooms floor mirrors grandeur ground level beautifully proportioned double bedrooms principal suite calm comforting retreat complete grand decorative archway bespoke dressing room marble ensuite twin vanity unit walkin shower bidet plus separate fully fitted walkin wardrobe accessible landing properties principal bedroom suites like similar highend suites found luxurious countryside hotels giving owners true sense opulence bedrooms benefit stylish threepiece shower ensuites luxurious family bathroom features marble surfaces corner bath walkin shower bespoke joinery storage unit bathrooms finished villeroy boch sanitaryware underfloor heating grounds outdoor living private gates sweeping wraparound drive leads circular courtyard central fountain providing stately approach house extensive landscaped gardens include vast lawn mature trees hedges beautifully planted borders designed outdoor living grounds feature dedicated dining lounge terraces adjacent tranquil fish pond water feature outside practicality particularly attractive gardening enthusiasts grounds benefit magnificent hartley botanic greenhouse raised established vegetable fruit garden convenient aspects include outdoor wcs amd timber frame outbuildings serve dedicated gardeners facilities offer flexibility uses detached double garages provide secure parking storage potential conversion gym studio annex accommodation extensive parking available rear property providing ample space everyday convenience visitor parking hosting family friends prime location nestled highly soughtafter chapeltown road bromley cross home enjoys tranquillity convenience local village centres including bromley cross edgworth harwood egerton close offering independent shops cafes pubs restaurants scenic walks jumbles country park doorstep bromley cross train station stones throw provides swift commuter links excellent schooling options enhance areas family appeal key details tenure freehold tax band h heating heating system combination traditional radiators underfloor heating gas boilers cellar powers hot water bathrooms kitchen second powers radiators house waterbased underfloor heating extended home comprises garden lounge electric underfloor heating study ensuites security fully alarm system realtime monitoring contract guide security plus cctv including cameras property elevation entrance electric privacy gates plot fully enclosed fenced motion sensor security lighting,767500.0
3.0,3.0,11119.0,1250000.0,entering beautifully styled duplex penthouse apartment step gorgeous light hallway light oak floors luxurious fittings downstairs home bedrooms currently configured spacious dressing room master generous suite spectacular corner views overlooking city décor elegant simply stunning bedroom step large master ensuite bathroom enjoy best views manchester comfort freestanding bathtub gorgeous white suite waterfall taps beautiful marble tiles separate rainfall shower opulent space morning routine pleasure spacious dressing room easily converted bedroom prospective buyer wish bedrooms opening fulllength glass louvred balconies second bedroom floor ceiling windows stylishly appointed served ensuite bathroom rainfall shower current owner great use enclosed balcony floor gym yoga area looking city alongside adjacent office space perfect working home upstairs substantial living areas strikingly beautiful lounge dining area enjoy double heighted ceilings stunning pendant ceiling lights lounge opens unusually spacious open terrace entertainingrelaxation area eightperson canadian cedar hot tub benefit exceptional views city countryside open plan kitchen dining space perfect place entertain accompany guests whilst create culinary delight kitchen sleek white gloss units bosch appliances chefs dream outside space great effect extended living entertaining space barbecue outdoor seating area readingrelaxation area enjoy magnificent views ask naturally apartment standard serviced concierge service secure parking designated parking spaces stunning penthouse available viewings,503666.6666666667
7.0,3.0,6586.0,850000.0,substantial 7 bedroom family home requiring refurbishment offering outstanding opportunity improve add value result sun room pool extensive basement ideal conversion substantial gardens grounds ample road driveway parking private gated entrance land available separate negotiation viewing essential available exclusively contacting rawtenstall office marland grange manchester road castleton rochdale substantial estate comprising large 7 bedroom property inc basement pool impressively generous gardens grounds land available separate negotiation requiring renovation modernisation marland grange fabulous opportunity improve modernise add value process acquiring substantial home likes rarely seen todays housing market note vendors seeking interest parties ready position proceed order consider viewings set mature grounds offering good privacy providing real sense stature establishment home provides comprehensive accommodation excellent scope great position advantage nearby amenities excellent transport connections rare opportunity acquire property expansive scale equally impressive exteriors surroundings internally property offers accommodation 4 floors briefly comprises ground floor covered porch hallway downstairs wc cloaks reception rooms 1 2 3 sun room swimming pool kitchen dining room rear hall utility room floor landing study area master bedroom ensuite shower room bedrooms 24 family bathroom second floor 2nd landing bedrooms 57 shower room sauna basement lower landing 3 basement rooms ideal conversion games room bar gym home cinema etc store rooms 1 wc wood store additional utility area externally property significant gardens grounds accessed gated entrance walled mature planted boundaries having variety shrubs trees separate decked patio walled courtyard garden ample enclosed parking provision block paved driveway wrapping rear property located setback position gated entrance marland grange enjoys comparatively private setting range local amenities nearby transport links education options property allows convenient connections manchester rochdale centres healthcare leisure facilities including golf courses fantastic countryside open spaces easy reach,659166.6666666666
